"tf_name","motif_id","gene","grn_weight"
"ISL2","MA0914.1","FAAP20",-0.00468989408205279
"FOSL1","MA0477.2","PSD4",-0.00471388175362104
"ELF1","MA0473.3","SNAI3",-0.00473151338119623
"FOS::JUND","MA1141.1","ABCB10",-0.00485190181885293
"ZNF382","MA1594.1","CSNK2B",-0.00488409075949905
"EN2","MA0642.2","PSD4",-0.00489966342544329
"ZNF281","MA1630.2","ABCB10",-0.00498872304066338
"ZIM3","MA1709.1","PSD4",-0.0050074201055636
"OLIG1","MA0826.1","CCL5",-0.00523574189890902
"USF1","MA0093.3","PSD4",-0.00538145204642515
"ZNF701","MA1987.1","ATAD3B",-0.00541140680383598
"SCRT1","MA0743.2","CCL5",-0.00546485919323199
"EGR1","MA0162.4","FAAP20",-0.00555336109534781
"KLF3","MA1516.1","CSNK2B",-0.00566102390284668
"POU6F2","MA0793.1","ABCB10",-0.00568886638153644
"RREB1","MA0073.1","CCL5",-0.00569044619480313
"FOXE1","MA1487.2","CSNK2B",-0.00569347838013306
"BATF3","MA0835.2","AKTIP",-0.00575722131619157
"SP4","MA0685.2","AKTIP",-0.0057667843318937
"FOXH1","MA0479.1","PSD4",-0.00583833765160903
"E2F6","MA0471.2","CSNK2B",-0.00590283912034063
"ZKSCAN3","MA1973.1","FAAP20",-0.00590664686448682
"SOHLH2","MA1560.1","AKTIP",-0.00592790558875554
"RBPJ","MA1116.1","CSNK2B",-0.00595339486626141
"BATF::JUN","MA0462.2","PSD4",-0.0062027484211677
"ZNF454","MA1712.1","CCL5",-0.00622546977576821
"FOS::JUN","MA0099.3","ABCB10",-0.00634104198666739
"KLF1","MA0493.2","SNAI3",-0.00636021657025812
"TCF12","MA1648.1","SNAI3",-0.00637144246873738
"BACH2","MA1470.1","AKTIP",-0.00638933220903988
"PBX2","MA1113.2","CSNK2B",-0.00648945658289004
"ZNF574","MA1982.1","SNAI3",-0.00650818359827762
"ZNF610","MA1713.1","AKTIP",-0.00654553170866184
"HOXB7","MA1501.1","CSNK2B",-0.00660966553350112
"NR4A2::RXRA","MA1147.1","SNAI3",-0.00671725871360341
"ZKSCAN5","MA1652.1","PSD4",-0.00673128418363266
"FOS","MA0476.1","PSD4",-0.0067563916369888
"STAT1::STAT2","MA0517.1","ABCB10",-0.00676705449164518
"KLF7","MA1959.1","ABCB10",-0.00680351437288328
"NFIC::TLX1","MA0119.1","CSNK2B",-0.00699656434040967
"ZNF682","MA1599.1","SNAI3",-0.00700500514899638
"HOXB13","MA0901.2","CSNK2B",-0.00702987286703802
"JUND","MA0492.1","PSD4",-0.00714739792416745
"FOSL2","MA0478.1","PSD4",-0.00718122713318855
"ZNF416","MA1979.1","PSD4",-0.00722110396691947
"FOSB::JUNB","MA1135.1","AKTIP",-0.00722639267594616
"TP73","MA0861.1","PSD4",-0.00730260768564997
"EHF","MA0598.3","SNAI3",-0.00731624028679369
"TBX2","MA0688.1","PSD4",-0.00735647835245057
