"gene","log2FC","pvalue","padj"
"RBM47",1.7594845248121,1.40382988773718e-17,1.88253587945556e-14
"PATJ",1.51397379897502,1.56611338812526e-17,2.10015805347597e-14
"FOXN3",0.527031006772033,2.13389388658178e-17,2.86155170190616e-14
"ANKRD44",0.395650849173649,2.82142087869824e-17,3.78352539833434e-14
"NAV2",1.87176905079287,2.94304227857864e-17,3.94661969557395e-14
"THADA",1.11551772848774,2.97482307300926e-17,3.98923774090542e-14
"ARL15",0.671313986788151,3.83543777126597e-17,5.14332205126767e-14
"TANK",0.850525734520122,5.9292207456288e-17,7.95108501988822e-14
"PTPRK",1.96176032996683,7.35467958876383e-17,9.86262532853229e-14
"FNBP1",0.402089319046988,7.80583113368904e-17,1.0467619550277e-13
"PABPC1",-0.284374019777226,8.05610624340005e-17,1.08032384723995e-13
"ITPR2",0.990628300240286,8.09614298458894e-17,1.08569277423338e-13
"JUND",-0.888232820650838,8.1943793606671e-17,1.09886627226546e-13
"MT-CO3",-0.294408136708851,8.50137105882328e-17,1.1400338589882e-13
"NFIA",1.42580300209241,9.98825827337012e-17,1.33942543445893e-13
"KMT2E",1.01108992658464,1.005827883857e-16,1.34881519225223e-13
"FRYL",0.908629044052161,1.65165889407017e-16,2.2148745769481e-13
"CDKAL1",0.979580008386582,2.06474951073814e-16,2.76882909389985e-13
"EML4",0.570955535643555,2.14042901170414e-16,2.87031530469526e-13
"RPS9",-0.989143466141267,2.79019450562112e-16,3.74165083203792e-13
"WDR70",1.44067282489791,2.86014936379153e-16,3.83546029684444e-13
"COX4I1",-1.80922642645328,3.12490757790791e-16,4.19050106197451e-13
"RPL14",-1.37114157817854,3.15650432449359e-16,4.2328722991459e-13
"RANBP2",1.44458297333243,3.30951430687235e-16,4.43805868551582e-13
"PCCA",1.05473737830773,3.35657074068858e-16,4.50116136326339e-13
"H3F3B",-1.37286591177117,3.76374867665957e-16,5.04718697540048e-13
"EEF1D",-1.36323625559299,3.89529336302e-16,5.22358839980982e-13
"ASH1L",0.594729740650645,4.00079248925365e-16,5.36506272808915e-13
"HNRNPC",0.61820772967548,4.33482864587173e-16,5.81300521411399e-13
"FAF1",0.962606756837558,5.7907122078165e-16,7.76534507068193e-13
"NSMCE2",1.05344958263611,6.98866896408725e-16,9.371805080841e-13
"CFL1",-1.10567188066091,8.31104578099099e-16,1.11451123923089e-12
"COMMD10",1.51050423268089,9.14950690057434e-16,1.22694887536702e-12
"FN1",1.68519242623557,9.34560429037739e-16,1.25324553533961e-12
"KLF6",-0.36553497674486,1.06381630521322e-15,1.42657766529093e-12
"SND1",0.852349277102736,1.202386277657e-15,1.61239999833803e-12
"YWHAZ",0.653196457832219,1.23433026583399e-15,1.65523688648338e-12
"ITGA1",2.26904790110922,1.31619479606236e-15,1.76501722151963e-12
"ATG7",0.983900451464977,1.39829067119638e-15,1.87510779007434e-12
"STAG1",0.692614084701884,1.43270353349904e-15,1.92125543842222e-12
"USP34",0.653697460616544,1.45528539117789e-15,1.95153770956955e-12
"TSC22D3",-0.678182594683116,1.4584060176237e-15,1.95572246963338e-12
"BIRC6",0.429951173837996,2.03226587956624e-15,2.72526854449833e-12
"ZNF609",0.580627924507032,2.09982052444391e-15,2.81585932327928e-12
"RPL8",-0.909174174061159,2.12630451958199e-15,2.85137436075945e-12
"IL6ST",1.36475938365229,3.99228008536163e-15,5.35364759446995e-12
"JAZF1",0.726386672751782,5.29882435178478e-15,7.10572345574339e-12
"CUX1",0.983240457263745,7.37180969686897e-15,9.88559680350128e-12
"FARS2",1.06500335982319,7.44351320932178e-15,9.98175121370051e-12
"DENND1A",1.03306719720464,7.80160096589487e-15,1.0461946895265e-11
"OSBPL8",0.691074806303028,8.27174582842352e-15,1.10924111559159e-11
"TRPM7",1.10800392587731,1.03018327007392e-14,1.38147576516912e-11
"RPL6",-1.31110876978747,1.11760852542959e-14,1.49871303260108e-11
"NFAT5",0.451559128964027,1.20143425670632e-14,1.61112333824317e-11
"AC016831-7",1.20035938123308,1.26425361708065e-14,1.69536410050516e-11
"DIP2B",1.11648609945531,1.29358251640788e-14,1.73469415450297e-11
"CEP350",0.650477486409903,1.31450539297619e-14,1.76275173198107e-11
"NIPBL",0.785794786792631,1.36696278176976e-14,1.83309709035325e-11
"PSD3",1.63513501136664,1.41758952260542e-14,1.90098754981386e-11
"MACF1",0.482546273648384,1.42201135913589e-14,1.90691723260123e-11
"ZFAND3",0.735397621881495,1.58061116976285e-14,2.11959957865198e-11
"DENND4A",0.706329086894314,1.66221871035716e-14,2.22903529058895e-11
"SAT1",-1.19750577262976,1.68116280742188e-14,2.25443932475275e-11
"LRCH1",1.23398948954429,1.81631582636628e-14,2.43567952315718e-11
"PIAS1",0.538272914158325,1.93246401380699e-14,2.59143424251517e-11
"ERC1",0.641070488531297,2.46219184344662e-14,3.30179926206192e-11
"TCF25",-0.852195661944163,2.60010313709286e-14,3.48673830684152e-11
"AUTS2",0.433043746685863,2.67024286075975e-14,3.58079567627883e-11
"UBE2K",0.648971924688733,2.78887637503774e-14,3.73988321892562e-11
"OAZ1",-1.66174699092655,2.90474056911089e-14,3.8952571031777e-11
"ZNF407",1.22818152054199,3.20639009350856e-14,4.29976911539498e-11
"COX7C",-1.80206264246113,3.83226142839509e-14,5.13906257547782e-11
