,n_cells,dynamicColors,moduleColors,moduleLabels,kMEblack,kMEdarkgrey,kMEindianred,kMElightcoral,kMElightgrey,kMErosybrown,kMEwhite,kMEwhitesmoke
TTR,17,black,black,0,0.8508907592854322,0.5221169839931964,-0.7437665905503688,-0.07750471983440473,0.264425146278886,0.061882842485976065,-0.5193742808037182,-0.08221529442667955
EEF2,18,black,black,0,0.8494780075709912,-0.07992124713908824,-0.43407034918761334,-0.5342873850019956,0.5990926511783449,-0.4916703152058878,-0.5857779134061528,-0.45366159631791303
CST3,18,black,black,0,0.8474972641028534,-0.36934863472376855,-0.4696949132056687,-0.801397901515951,0.8496699837968992,-0.6104002404627952,-0.7709430316418109,-0.5294661547599202
ZFP36L1,18,black,black,0,0.8473690447489967,-0.14570397762409137,-0.46233679204495093,-0.6080595431949712,0.6555293447007283,-0.499640797166764,-0.6065902062377796,-0.3230554068707371
ITM2B,18,black,black,0,0.8388848931710574,0.43049407639640974,-0.2546860306650765,0.0006633170146679124,0.05598656197927166,0.0402717341985901,-0.1260395943999317,0.0031425025080529544
CEBPD,18,black,black,0,0.8294212196899364,0.462592299084026,-0.35222980003569665,0.020122090100050345,0.06490230294097486,0.07889506627950223,-0.1843993552562088,0.133549417812206
APOC1,17,black,black,0,0.8137266283674665,0.6736104646741569,-0.5388117781913462,0.15483586996682444,0.02685306466994559,0.14754826595705547,-0.28337005443108443,-0.002403983875219523
MT2A,17,black,black,0,0.8133054629292564,0.5448450814712907,-0.20320549061534335,0.14336953694149135,-0.04703802876933579,0.031337097514767154,-0.06683298224188718,0.07036808021220906
HLA-A,18,black,black,0,0.8076517642851269,-0.41453986095832257,-0.347259071788478,-0.7780400603061169,0.8082278275178985,-0.5794267307475578,-0.710431982671642,-0.5498046501779539
CYP2E1,17,black,black,0,0.8047607785260955,0.6675405645993078,-0.5856770927299133,0.14900980398855698,0.05673471263920688,0.2043426110068239,-0.3341410915503131,-0.00033501741387745505
AMBP,17,black,black,0,0.8019016362295235,0.6711602015916335,-0.643542357691462,0.13395008513535192,0.07782568847852586,0.1388618188435213,-0.3569341840342731,0.17622885631503135
ALB,17,black,black,0,0.77673754515995,0.6896438515393633,-0.35956478557513843,0.24892902974337938,-0.07172216260799182,0.10673736883171661,-0.15100792522564246,0.1628195927341309
CCNH,18,black,black,0,0.7741825656073518,0.357874186657441,-0.10194374439357233,0.011282742657532291,0.09147563584892911,-0.19254569233077745,-0.16286126395318276,-0.10837126179774094
SARAF,18,black,black,0,0.7630388296908138,0.04346219819020174,-0.3622761333675479,-0.3466956279143663,0.35264077069404476,-0.015934841575219284,-0.3422843785559388,-0.22510741951155316
NDUFC2,16,black,black,0,0.7609935425415273,-0.0958376660702678,-0.5165212301054226,-0.5480497873750111,0.623171956939658,-0.38882925855347067,-0.6518950657751785,-0.33720317924462806
APOE,17,black,black,0,0.747331121007006,0.7540975497594347,-0.44124718306048044,0.2948549816112937,-0.11146858916734594,0.26182499659024977,-0.1593376176340942,0.11962503701210608
FTH1,18,black,black,0,0.7402803213179248,0.08487823866495994,-0.8677699234260935,-0.45200493015140275,0.6484749979385459,-0.20057664463920835,-0.8220661061774673,-0.23300718827081018
LARP1,18,black,black,0,0.7341932483071861,0.1860759004913372,-0.10833856658621063,-0.12457227780052647,0.13390914978524476,-0.07796811848603441,-0.134136424583888,-0.08717901952999924
TSC22D3,18,black,black,0,0.7265839352560934,0.16495976930828132,-0.09869611788424135,-0.09161173329103327,0.12502586496960014,-0.11119972253865654,-0.10902134438924395,-0.060836991367355944
