,n_cells,dynamicColors,moduleColors,moduleLabels,kMEblack,kMEbrown,kMEdarkgrey,kMEdimgrey,kMEfirebrick,kMEgainsboro,kMElightcoral,kMElightgrey,kMEsilver,kMEsnow,kMEwhitesmoke
CUX1,24,gainsboro,gainsboro,5,-0.21934381865067681,0.270207064591073,0.27200547460814317,0.32847592129409753,0.1234963390744925,0.8081277270177032,0.15654312836686698,0.21508972204329743,-0.28526716078182807,0.3242145471583146,0.018286396654653852
ERGIC1,23,gainsboro,gainsboro,5,-0.3904985796706423,0.33944025990226845,0.2761700129464283,0.4924083496798959,-0.0919782350399904,0.8075328094266186,0.21639051668450943,0.1577552958361095,-0.18543689886899345,0.39034079513809933,0.6577069034322206
HIPK2,25,gainsboro,gainsboro,5,-0.4982548861109473,0.33458636210897624,0.7462222498777535,0.7473080288592333,0.2632466120630412,0.7948775509978461,0.4913621718347811,0.7732507967367966,-0.4370087118305088,0.6947756865029326,0.5120348906261939
RAB10,23,gainsboro,gainsboro,5,-0.2807862852586034,0.25768604855881116,0.2379395048643709,0.3963300670956849,-0.02365317372019367,0.7941834319872737,0.10674770932369033,0.19158471317638728,-0.2424983053486225,0.36321268086106984,0.6571499483120244
SEPTIN2,23,gainsboro,gainsboro,5,-0.4575839537969459,0.3123534882039158,0.3878556696010824,0.5991767449591279,0.12290427807591635,0.7939256171469165,0.6131228080478747,0.3953180736403082,-0.33877450160057415,0.5271925414945472,0.19562513215001476
ERN1,25,gainsboro,gainsboro,5,-0.27274369167847995,0.5093030728840627,0.5553870903242988,0.5707259807413116,0.13402428945755523,0.7892066124204434,0.425265621861297,0.5416576807457832,-0.6537358801962582,0.5951867869702956,0.3125941355224336
USP9X,23,gainsboro,gainsboro,5,-0.34622866276949404,0.2698005285333293,0.304979984229917,0.45187246345811494,-0.09672207833622633,0.7756672739334122,0.10512430717255597,0.15290120709202895,-0.21199882168996853,0.3574795582901986,0.6529535294713517
BDP1,24,gainsboro,gainsboro,5,-0.10859159187703514,0.13013000485801965,0.23684191650781516,0.2545562105268435,0.12292252433084651,0.759852479273448,0.1322707278850914,0.2700253543216757,-0.3111741638188471,0.3020287939391308,-0.04629924841791365
MLLT10,25,gainsboro,gainsboro,5,-0.35824225064375625,0.5009196683237616,0.44611878469827076,0.5584817034392795,0.5550481107382752,0.7577262189137042,0.5999827353259561,0.47914700341427935,-0.4243316742092754,0.6785919579068258,0.26840441810934434
TMCC1,23,gainsboro,gainsboro,5,-0.44132573436666106,0.2965827477144089,0.38099235387446045,0.5421968423895457,0.5604802115021734,0.755252911951536,0.4045089439921054,0.2947523374852462,-0.261871280686794,0.5503593800995537,0.09803208898141873
NCL,24,gainsboro,gainsboro,5,-0.1924672624767368,-0.02749617039857158,0.24323441548971828,0.27699332366202056,0.09979342190667344,0.7525072307691215,0.046050407596074615,0.1329703319207915,-0.244103996724975,0.2909301472853472,0.0696006569894633
SOX5,23,gainsboro,gainsboro,5,-0.4566050041940351,0.6448189012069145,0.42650955364905224,0.5689243202274268,0.07803155058548511,0.752425912839833,0.21773327115450294,0.28789665745826065,-0.32537638847445055,0.5666015136061648,0.21657707239107019
CUL3,25,gainsboro,gainsboro,5,-0.45846399976354135,0.5736827861435164,0.510326299913849,0.589860296687914,0.27052312776538767,0.7509417268599927,0.49258511649416586,0.29529204567452333,-0.23570155053610423,0.527306325820952,0.18343220707819724
PDE4D,25,gainsboro,gainsboro,5,-0.49737958918988945,0.27575150636942647,0.3349053104748239,0.4873098961323189,-0.08139505926609299,0.7497528166751811,0.3323329187689218,0.15859151494007795,-0.08326460179824784,0.4116523608874472,0.45596238898320834
R3HDM2,23,gainsboro,gainsboro,5,-0.22690264479558986,0.1627414875616423,0.26589892276961735,0.33945799145103156,-0.013422033435384093,0.7473154736138521,0.08505255021309863,0.20640605735096998,-0.2712953191008782,0.3790554845571298,0.6365787692169551
ABHD2,20,gainsboro,gainsboro,5,-0.42673870673142594,0.37898326501312724,0.41549007415879036,0.595384005798086,0.006710617016980153,0.7449480673252851,0.6775060242686587,0.5976571224244401,-0.32764269266455454,0.3975470874317231,0.5022982125558202
FBXL17,25,gainsboro,gainsboro,5,-0.44104067806934116,0.29163080521537726,0.5741727293094875,0.552482331038471,-0.03988390134720483,0.7446643408408424,0.3658524993667207,0.44522121006647963,-0.256521120012702,0.3805417498731143,0.27751888329342295
TOP1,25,gainsboro,gainsboro,5,-0.5837392842808123,0.439129770003865,0.6659737195713425,0.6902791710831676,0.464845864629978,0.7440695953128643,0.5303616993389806,0.36557277798680504,-0.27332651823702364,0.6532639497132858,0.2156425896282139
RBP4,22,gainsboro,gainsboro,5,-0.5706496957979454,0.23667937151332472,0.40282672818876336,0.6834844559763633,0.29986959501809624,0.7435051979759546,0.3420957347162115,0.5916697005673691,-0.1986039780715227,0.5265043797979436,0.2290095519485381
ANKRD12,25,gainsboro,gainsboro,5,-0.33856834212227804,0.5625674194635427,0.52996397935104,0.5968781627604802,0.48886713663251624,0.7429916170938294,0.2837041608808141,0.3454336400165111,-0.4234420411125406,0.7289668148600756,0.6417893167055198
TNKS,23,gainsboro,gainsboro,5,-0.38013660319103326,0.49736696095486976,0.34235005996185996,0.4744742439600818,0.18106851663372475,0.7378745854136167,0.57285281750494,0.32007214282294266,-0.22110067021906196,0.36365197537166016,0.12463544860402098
