,n_cells,dynamicColors,moduleColors,moduleLabels,kMEblack,kMEbrown,kMEdarkgrey,kMEdimgrey,kMEfirebrick,kMEgainsboro,kMElightcoral,kMElightgrey,kMEsilver,kMEsnow,kMEwhitesmoke
PFN1,24,black,black,0,0.08832237042001205,-0.4633197553146338,-0.6114820057299175,-0.44438654142059764,-0.4089903319542921,-0.5829622962872921,-0.4099292069154444,-0.5301629212583427,0.6652236364094345,-0.6414287884765089,-0.43188640359224245
RPL32,24,black,black,0,0.06996737824487552,-0.43336880100066094,-0.6029522405330185,-0.4152630360546608,-0.43369943504956254,-0.550581461350129,-0.3958476732008866,-0.5352365956677515,0.6619867584266393,-0.6186615497233654,-0.3722416990707301
AHR,24,black,black,0,0.05311736164175194,-0.29142173500798413,-0.5886187188748924,-0.3600194497277535,-0.5475896933516861,-0.5138482373283542,-0.34982670069521044,-0.3835064981694092,0.4874491598789838,-0.46322691739487304,-0.3519683325080433
RPL36,24,black,black,0,0.0417210466014483,-0.45970071877225027,-0.6301521485691066,-0.3961527544028058,-0.41793036639784964,-0.5403860677280032,-0.3414882981030873,-0.4841718419783044,0.6887786957475498,-0.6390298277038318,-0.38809421589247306
SOD1,24,black,black,0,-0.010288696340555462,-0.37881944418973684,-0.6073210550904411,-0.3066819753880933,-0.3738849296947292,-0.336863307821868,-0.27990175537222794,-0.42035110071749116,0.5372463033554158,-0.5602182185101862,-0.3310560716640784
RPS23,24,black,black,0,-0.026657134626535944,-0.42228003271194775,-0.6174775497881744,-0.3486881189162289,-0.4814744667815776,-0.5379122337934057,-0.37724177531805814,-0.5136395026663879,0.7114325951874044,-0.5972648933048704,-0.37839730130508065
RPS3,24,black,black,0,-0.03135322305165837,-0.3978950604142665,-0.5972762199211543,-0.3392331061682539,-0.45480126276775507,-0.4558907517502109,-0.36506351781084295,-0.4981094637212864,0.6907111408509269,-0.5624337608730305,-0.3400748171426382
RPS7,24,black,black,0,-0.04047634361582238,-0.33526613412859907,-0.549863673571864,-0.29455804795717433,-0.47428600994802306,-0.4091903376979893,-0.2717328180344295,-0.4143062363467268,0.5828038946051712,-0.5116042502164859,-0.32735961159386184
FAM107B,25,black,black,0,-0.04561219372226865,-0.11609176555630471,-0.35269648636940737,-0.2096310323631583,-0.560937966213607,-0.4518998639703419,-0.029932746707238226,-0.1814295353527392,0.5176863385880048,-0.46113013141530956,-0.1374331980382751
IRS2,20,black,black,0,-0.05222144515904406,-0.30428471182341593,0.04397845334831262,-0.06505409176980455,0.16601922521943793,-0.22165227262010337,-0.13822869769861326,-0.15852871952625242,0.16128594444258365,-0.182372842013675,-0.25768688286820557
